retorno,risco,sharpe,score_esg,fonte
0.07690701698296257,0.18102343940942894,0.42484562901834205,44.881857704021826,1/N
0.15450136537227405,0.1880843642031323,0.8214471523290028,80.80256030640734,Random Search
0.13772480658810873,0.1815278140848257,0.7586980941871069,74.37500444173993,Random Search
0.12414480254628789,0.16521842229940598,0.7513980633546713,60.91351073721711,Random Search
0.19167766071827627,0.18930140259053413,1.0125527761296205,78.96807296321646,Random Search
0.2563944556292044,0.1981613732243134,1.2938669704260308,53.387543433225275,Random Search
0.1897444927627402,0.17203134301012687,1.102964665872373,62.86062926032884,Random Search
0.19101907935860946,0.16607558292689023,1.1501936407033408,54.68794275850303,Random Search
0.22665106114843836,0.17548464106592845,1.2915720701920974,48.16704911660817,Random Search
0.2483717249004207,0.2125837602641383,1.1683475943402983,64.06119144071687,Random Search
0.2505718775391466,0.1906992911597901,1.3139633399538349,53.778958495526254,Random Search
0.1554542934412994,0.15431589319485686,1.007377077129736,50.11415869098593,Random Search
0.18754049932366262,0.1916774985531399,0.9784168759468115,79.29878083388691,Random Search
0.17355031468070742,0.17162604676065166,1.0112119806776143,63.22845599399919,Random Search
0.1393116778430533,0.1493767342041836,0.9326196518169132,48.95841653164811,Random Search
0.21914210273771706,0.20519644441097482,1.0679624755037733,67.5182730364291,Random Search
0.28378619722862597,0.19040076949622767,1.4904677012571028,46.0282484603201,Random Search
0.22592157448462655,0.16658472660738105,1.3561962076937273,37.95631349783061,Random Search
0.22419301131874433,0.1910748811698051,1.1733253996871924,60.25140700722012,Random Search
0.18728443294011243,0.18031643042835244,1.0386431923879986,73.57289991123707,Random Search
0.19513148582226097,0.15985994723918623,1.220640249119441,40.619774318429705,Random Search
0.21617302874686553,0.17477024696271656,1.236898342273221,52.88832951686932,Random Search
0.16274994245581687,0.16546956861635567,0.9835641913901141,64.78937366285304,Random Search
0.15795771057851654,0.16711699356853796,0.9451923901068444,65.86292283391316,Random Search
0.11467520427997946,0.1576013501103077,0.7276283115577148,57.73695393248388,Random Search
0.23163290017937083,0.1765727595858632,1.3118269246210268,45.896193024751085,Random Search
0.22745525891762935,0.17502644186638253,1.2995479796776745,46.208070437981064,Random Search
0.2130215247366432,0.1899097298966101,1.1216988453020051,71.84818560853343,Random Search
0.1556140253012005,0.17303845305153542,0.8993031465373452,72.2246671062319,Random Search
0.2020796208108636,0.18238887142580848,1.1079602567367433,59.3484173446235,Random Search
0.011495816251878663,0.22738034676550165,0.05055765115766293,85.25311494437679,Random Search
0.1967342258592458,0.16754147459878718,1.1742419381849583,49.731304926309605,Random Search
0.18487439999297386,0.15509101734997216,1.1920380893226956,32.62728379228928,Random Search
0.21466910652861276,0.21185297030232136,1.0132928805400871,68.46528366977955,Random Search
0.2131984249908709,0.16946228593474966,1.2580877439182048,49.03322389937972,Random Search
0.24448390609614357,0.19497475640615627,1.2539259471459663,54.744975361268175,Random Search
0.1475174324321446,0.1621963373698389,0.9094991590086059,54.8190647856092,Random Search
0.16472093871605914,0.1710546166688398,0.9629727739822269,62.74694332811649,Random Search
0.22365062930396337,0.21426809789540022,1.0437887464383215,71.04139505350318,Random Search
0.1265170114773264,0.15992315797449178,0.7911112629323281,50.46079257713468,Random Search
0.169120389922637,0.1535778976211426,1.101202663548864,37.88915758192425,Random Search
0.15509303837859703,0.22431863345767275,0.6913961447962456,82.78549228736088,Random Search
0.18977351392529868,0.18456988678927155,1.0281932617858094,72.67155336122846,Random Search
0.2203625367062319,0.16602343171234124,1.327297806300262,31.860846570416896,Random Search
0.22470765171748747,0.19825832651356348,1.1334083953448204,65.20259639686198,Random Search
0.22006877215388027,0.17025308054374902,1.2925978869282801,40.81392986883152,Random Search
0.13590493308313017,0.1720076646306134,0.7901097510682802,69.32267776505088,Random Search
0.18908285026961394,0.16597263678454868,1.1392411058400242,58.76173835485387,Random Search
0.1748272264319094,0.17177169167686623,1.0177883487390413,59.89348402693665,Random Search
0.1748272264319094,0.17177169167686623,1.0177883487390413,59.89348402693665,Random Search
0.1607868471981137,0.15317139459943688,1.0497185040234975,36.26709442920058,Random Search
0.2285635998449954,0.20397805657434187,1.1205303339170363,65.97126872983517,Random Search
0.1606857810840347,0.16241078063489184,0.9893787866537318,59.666418888301635,Random Search
0.0932532119190759,0.18417962858977496,0.5063166465971091,75.98564686030839,Random Search
0.20013073288989391,0.17451090107476294,1.146809349200226,71.10095790183277,Random Search
0.21751153894128233,0.17417420071454676,1.248816059146216,45.59448477291143,Random Search
0.19639516615367814,0.21092523088706305,0.9311127233461944,77.17920998615051,Random Search
0.16961653589369072,0.1560699713241943,1.0867980204940064,39.973501386757356,Random Search
0.2169730284361232,0.1824710699687323,1.1890818006016135,60.58187368419926,Random Search
0.17058231504184596,0.16235439680695155,1.0506787521416983,48.09383129929764,Random Search
0.19238300881111398,0.15735707235665441,1.2225888924462973,47.00563357408711,Random Search
0.2213614926012446,0.1909620110404139,1.1591912516798808,59.69537375797334,Random Search
0.16032584567260702,0.20414491117809175,0.785353133455,82.50611821924747,Random Search
0.23001185777191002,0.20421135807252605,1.1263421385710626,66.12421511680355,Random Search
0.23902946235640576,0.18960736010343027,1.26065497787647,58.88881451415604,Random Search
0.20000419493669486,0.1602685523134812,1.2479316250732193,42.05189738801239,Random Search
0.26217853653516093,0.19738870828472022,1.3282347243338035,52.30269817990447,Random Search
0.23528881644758642,0.18517547371372348,1.2706262429296489,58.22526806635304,Random Search
0.2423986796253466,0.18753202802300706,1.2925721658361649,55.7172130950689,Random Search
0.21751153894128233,0.17417420071454676,1.248816059146216,45.59448477291143,Random Search
0.20603062984051107,0.17440574618467516,1.1813293675676768,58.754220943654204,Random Search
0.24680024411401075,0.1857998760838282,1.3283122105133198,42.83325669589512,Random Search
0.24039954667967883,0.19111195329317848,1.2578990614516399,56.69168427784449,Random Search
0.1883958272242554,0.1652712981013014,1.139918602858556,55.33067662826997,Random Search
0.17863944800580273,0.16598636586130197,1.0762296474101594,59.15585676106306,Random Search
0.25372148216740964,0.1945160926683352,1.3043727060671744,47.239529979360235,Random Search
0.2478301513773204,0.19014448452151125,1.303378070633877,52.86883218487469,Random Search
0.1695544630776568,0.1642694382028306,1.0321729040571779,51.19643417338606,Random Search
0.2157455460369756,0.18787799707585429,1.1483279010573548,63.83733000912865,Random Search
0.05729142738851396,0.21803333869242447,0.262764528269385,83.06695499906257,Random Search
0.18050503777143168,0.18624700474181685,0.9691701513356151,74.03346520151507,Random Search
0.16165109762310012,0.1580453905788687,1.0228143764966817,47.05211619938941,Random Search
0.23048074762146695,0.17623620397823117,1.3077945530983868,56.83973005156356,Random Search
0.139353851401036,0.17005838029194334,0.8194471284614371,66.68822897436523,Random Search
0.15088207281562704,0.15393972404271763,0.9801373476137836,39.298665814472685,Random Search
0.23295274979994512,0.1847776240140955,1.2607194785780698,43.07067883014181,Random Search
0.0758075818074723,0.16473072900736113,0.4601908961629422,62.76753524144298,Random Search
0.24405369003176236,0.18389438878202213,1.327140494324977,35.24702394360158,Random Search
0.11921313128341401,0.16083960550055587,0.741192636679291,56.40516119185688,Random Search
0.2032667129918626,0.1631156422306009,1.2461509528589483,33.792940796327784,Random Search
0.18754049932366262,0.1916774985531399,0.9784168759468115,79.29878083388691,Random Search
0.06008808457856821,0.22625727550812577,0.2655741542172429,85.25236177791007,Random Search
0.21812610653764364,0.194159612079802,1.123437074276761,62.26278372634643,Random Search
0.2362408628701946,0.1977204008214917,1.1948229008673739,62.84357212144904,Random Search
