variante,semente,geracao,hv
MOEA Normal,6,130,244.62061097507603
MOEA Normal,6,131,244.74909962945816
MOEA Normal,6,132,244.71006213433418
MOEA Normal,6,133,244.488755271206
MOEA Normal,6,134,244.49911586037672
MOEA Normal,6,135,244.4613147379785
MOEA Normal,6,136,244.49067789194348
MOEA Normal,6,137,244.4432114138715
MOEA Normal,6,138,244.68942931590396
MOEA Normal,6,139,244.80342442906908
MOEA Normal,6,140,244.73537992303085
MOEA Normal,6,141,244.7539561494641
MOEA Normal,6,142,244.61451848183202
MOEA Normal,6,143,244.64395695258358
MOEA Normal,6,144,245.71094703788134
MOEA Normal,6,145,245.76430569620914
MOEA Normal,6,146,245.5070874062115
MOEA Normal,6,147,245.39714570237527
MOEA Normal,6,148,245.36817406574835
MOEA Normal,6,149,245.44005184653219
MOEA Normal,6,150,245.54072726302934
MOEA Normal,7,1,161.80904137031828
MOEA Normal,7,2,164.75935517037908
MOEA Normal,7,3,169.36101588907408
MOEA Normal,7,4,180.92825855196475
MOEA Normal,7,5,183.90705294543204
MOEA Normal,7,6,188.69687463851363
MOEA Normal,7,7,194.29730062483654
MOEA Normal,7,8,194.8867830596894
MOEA Normal,7,9,197.03776599280997
MOEA Normal,7,10,201.8507798791219
MOEA Normal,7,11,206.00537992547754
MOEA Normal,7,12,207.1706899689767
MOEA Normal,7,13,208.76364055211326
MOEA Normal,7,14,209.43746052836644
MOEA Normal,7,15,213.22797439625475
MOEA Normal,7,16,213.59751840512132
MOEA Normal,7,17,217.42391518674992
MOEA Normal,7,18,218.280914919089
MOEA Normal,7,19,218.88276552792206
MOEA Normal,7,20,221.29603583413842
MOEA Normal,7,21,221.64859833867973
MOEA Normal,7,22,223.94520838947415
MOEA Normal,7,23,225.11301645492182
MOEA Normal,7,24,225.4890946293673
MOEA Normal,7,25,225.85662275397854
MOEA Normal,7,26,229.25823551921525
MOEA Normal,7,27,230.28688434591922
MOEA Normal,7,28,230.38554300234654
MOEA Normal,7,29,231.00112102941847
MOEA Normal,7,30,230.97016528844068
MOEA Normal,7,31,231.23152556677115
MOEA Normal,7,32,233.26252345092217
MOEA Normal,7,33,234.9742858441745
MOEA Normal,7,34,235.8628196606387
MOEA Normal,7,35,237.36047629559852
MOEA Normal,7,36,237.55044177946183
MOEA Normal,7,37,239.29985750314387
MOEA Normal,7,38,239.67141451662508
MOEA Normal,7,39,240.62923511310353
MOEA Normal,7,40,240.7092277518185
MOEA Normal,7,41,240.9617206805542
MOEA Normal,7,42,242.25497812017858
MOEA Normal,7,43,243.13418718703065
MOEA Normal,7,44,243.18944404922303
MOEA Normal,7,45,243.9907921705684
MOEA Normal,7,46,244.3058118409454
MOEA Normal,7,47,244.47602633526213
MOEA Normal,7,48,244.72622472568372
MOEA Normal,7,49,244.50095044204767
MOEA Normal,7,50,244.35905129388922
MOEA Normal,7,51,244.42927649589672
MOEA Normal,7,52,244.4700611173493
MOEA Normal,7,53,244.84663693872733
MOEA Normal,7,54,244.82604405251124
MOEA Normal,7,55,244.9429304373484
MOEA Normal,7,56,244.8043798542808
MOEA Normal,7,57,244.90375915536492
MOEA Normal,7,58,245.67012078001267
MOEA Normal,7,59,245.71829957173222
MOEA Normal,7,60,245.83777700933499
MOEA Normal,7,61,246.1777439539818
MOEA Normal,7,62,246.11743210249878
MOEA Normal,7,63,246.3464668503417
MOEA Normal,7,64,246.57852214636216
MOEA Normal,7,65,246.42927430843758
MOEA Normal,7,66,246.7452792936631
MOEA Normal,7,67,246.69496512226914
MOEA Normal,7,68,246.83444260880447
MOEA Normal,7,69,247.08291197651698
MOEA Normal,7,70,248.45477854581748
MOEA Normal,7,71,248.46806844668782
MOEA Normal,7,72,248.36716252563815
MOEA Normal,7,73,249.08191470692415
MOEA Normal,7,74,249.3115913549529
MOEA Normal,7,75,249.4525299572038
MOEA Normal,7,76,249.52844745992172
MOEA Normal,7,77,249.82658974101642
MOEA Normal,7,78,250.78442136002272
MOEA Normal,7,79,250.99598769432902
MOEA Normal,7,80,251.163387460328
MOEA Normal,7,81,250.9508448640301
MOEA Normal,7,82,251.24761780261534
MOEA Normal,7,83,251.38964406050292
MOEA Normal,7,84,251.392590244168
MOEA Normal,7,85,251.6486177048968
MOEA Normal,7,86,251.55973573331187
MOEA Normal,7,87,251.58000046488456
MOEA Normal,7,88,251.97118055128124
MOEA Normal,7,89,252.05045848022988
MOEA Normal,7,90,252.24974718703794
MOEA Normal,7,91,252.109559852579
MOEA Normal,7,92,252.245144200244
MOEA Normal,7,93,252.35522832590874
MOEA Normal,7,94,252.42916320277453
MOEA Normal,7,95,252.92316862158947
MOEA Normal,7,96,253.0200627470771
MOEA Normal,7,97,252.99841833502336
MOEA Normal,7,98,252.92818679351606
MOEA Normal,7,99,253.07206282520855
MOEA Normal,7,100,253.14446753268325
MOEA Normal,7,101,253.19026475710524
MOEA Normal,7,102,253.20693791079162
MOEA Normal,7,103,253.34477288689115
MOEA Normal,7,104,254.27610427680276
MOEA Normal,7,105,254.24735501301467
MOEA Normal,7,106,254.3218018000972
MOEA Normal,7,107,254.30496889943487
MOEA Normal,7,108,254.30716069692494
MOEA Normal,7,109,254.2091180708345
MOEA Normal,7,110,254.31733777158036
MOEA Normal,7,111,254.33668102362083
MOEA Normal,7,112,254.26331747473486
MOEA Normal,7,113,254.52865068786747
MOEA Normal,7,114,254.75202838467584
MOEA Normal,7,115,254.82699518417928
MOEA Normal,7,116,254.79185452875305
MOEA Normal,7,117,254.84849918804613
MOEA Normal,7,118,254.95890712732913
MOEA Normal,7,119,255.02804593878565
MOEA Normal,7,120,254.9710017240318
MOEA Normal,7,121,254.96829869040732
MOEA Normal,7,122,255.27086467617113
MOEA Normal,7,123,254.9924004238801
MOEA Normal,7,124,255.09707613446432
MOEA Normal,7,125,255.2360322384801
MOEA Normal,7,126,254.87545522119441
MOEA Normal,7,127,255.04452117490803
MOEA Normal,7,128,255.27615154016047
MOEA Normal,7,129,255.36534956882602
MOEA Normal,7,130,255.247742551948
MOEA Normal,7,131,255.03514057532672
MOEA Normal,7,132,255.10696107782888
MOEA Normal,7,133,254.97774952643067
MOEA Normal,7,134,255.0340390393563
MOEA Normal,7,135,255.69268896077625
MOEA Normal,7,136,255.71487919348147
MOEA Normal,7,137,255.97313067277548
MOEA Normal,7,138,256.0705120034728
MOEA Normal,7,139,255.9849610910079
MOEA Normal,7,140,256.08077329254377
MOEA Normal,7,141,256.4232727714993
MOEA Normal,7,142,256.5936450499898
MOEA Normal,7,143,256.81000181835725
MOEA Normal,7,144,256.60998021875315
MOEA Normal,7,145,256.3602913833756
MOEA Normal,7,146,256.477047445182
MOEA Normal,7,147,256.6390404829349
MOEA Normal,7,148,256.665333175377
MOEA Normal,7,149,257.7210294372895
MOEA Normal,7,150,257.60110354024613
MOEA Normal,8,1,148.0825673218005
MOEA Normal,8,2,152.53457872477628
MOEA Normal,8,3,164.8195882161798
MOEA Normal,8,4,170.31050150805333
MOEA Normal,8,5,175.41875547134669
MOEA Normal,8,6,185.38131806248373
MOEA Normal,8,7,188.9403876707239
MOEA Normal,8,8,195.35501455397394
MOEA Normal,8,9,205.88881193381266
MOEA Normal,8,10,206.94735044058518
MOEA Normal,8,11,208.35040475705955
MOEA Normal,8,12,211.31221090581397
MOEA Normal,8,13,214.33432764931013
MOEA Normal,8,14,217.52319022444496
MOEA Normal,8,15,218.0884436979119
MOEA Normal,8,16,222.17475880157866
MOEA Normal,8,17,224.11828840412846
MOEA Normal,8,18,224.41976232073404
MOEA Normal,8,19,224.79391042973953
MOEA Normal,8,20,225.46492373955456
MOEA Normal,8,21,225.67786846124983
MOEA Normal,8,22,226.17902096148993
MOEA Normal,8,23,226.40564601758808
MOEA Normal,8,24,226.75196703405663
MOEA Normal,8,25,228.29407488602115
MOEA Normal,8,26,228.3500417321074
MOEA Normal,8,27,228.54063838970345
MOEA Normal,8,28,229.86152331973835
MOEA Normal,8,29,230.12066033184385
MOEA Normal,8,30,230.80113553314192
MOEA Normal,8,31,231.05643619738544
MOEA Normal,8,32,231.59432797163672
MOEA Normal,8,33,231.5045754998862
MOEA Normal,8,34,231.633701130821
MOEA Normal,8,35,234.39900946898362
MOEA Normal,8,36,234.61383316225917
MOEA Normal,8,37,237.72779809085694
MOEA Normal,8,38,238.94367028223616
MOEA Normal,8,39,239.0958445926858
MOEA Normal,8,40,239.47535992049382
MOEA Normal,8,41,239.45745970317398
MOEA Normal,8,42,240.06521915493494
MOEA Normal,8,43,240.12037686898802
MOEA Normal,8,44,240.46314058716862
MOEA Normal,8,45,240.65248225292356
MOEA Normal,8,46,240.65444345059416
MOEA Normal,8,47,241.0583168934992
MOEA Normal,8,48,246.9437159537751
MOEA Normal,8,49,247.01459048523873
MOEA Normal,8,50,248.41252299401623
MOEA Normal,8,51,248.61590586712782
MOEA Normal,8,52,248.9301097124768
MOEA Normal,8,53,249.79444079127654
MOEA Normal,8,54,249.9582000103159
MOEA Normal,8,55,249.94637898789583
MOEA Normal,8,56,250.29803721296372
MOEA Normal,8,57,250.44255859053135
MOEA Normal,8,58,250.54749627882316
MOEA Normal,8,59,250.59223472276034
MOEA Normal,8,60,250.62009544892277
MOEA Normal,8,61,250.46912148047636
MOEA Normal,8,62,250.49648602273214
MOEA Normal,8,63,250.60847884784775
MOEA Normal,8,64,250.436052658674
MOEA Normal,8,65,250.44190322154486
MOEA Normal,8,66,250.59375474788237
MOEA Normal,8,67,250.62253219883763
MOEA Normal,8,68,250.569840849845
MOEA Normal,8,69,250.61907559650422
MOEA Normal,8,70,250.43827639395528
MOEA Normal,8,71,250.74688095540134
MOEA Normal,8,72,250.6454530255764
MOEA Normal,8,73,250.4718285441902
MOEA Normal,8,74,250.53203053257405
MOEA Normal,8,75,250.38254297647052
MOEA Normal,8,76,250.24792183076895
MOEA Normal,8,77,250.33964110135926
MOEA Normal,8,78,250.39176467440507
MOEA Normal,8,79,250.130590361406
MOEA Normal,8,80,250.60224021628557
MOEA Normal,8,81,250.2842157002283
MOEA Normal,8,82,250.51067903340504
MOEA Normal,8,83,250.55260705975164
MOEA Normal,8,84,250.75710677829974
MOEA Normal,8,85,250.67458856658868
MOEA Normal,8,86,250.89476262583963
MOEA Normal,8,87,251.0422292771334
MOEA Normal,8,88,251.0017279144286
MOEA Normal,8,89,251.11049295470355
MOEA Normal,8,90,251.12632752839772
MOEA Normal,8,91,251.20113054481385
MOEA Normal,8,92,251.24509958499146
MOEA Normal,8,93,251.1485781169977
MOEA Normal,8,94,251.34104633659274
MOEA Normal,8,95,251.19375701959467
MOEA Normal,8,96,251.12627336982283
MOEA Normal,8,97,251.15663250430265
MOEA Normal,8,98,251.3874116498822
MOEA Normal,8,99,251.512693895929
MOEA Normal,8,100,251.26141816834928
MOEA Normal,8,101,251.20532143671628
MOEA Normal,8,102,251.28388374614457
MOEA Normal,8,103,251.4207660507322
MOEA Normal,8,104,251.62278361583986
MOEA Normal,8,105,251.34378242629353
MOEA Normal,8,106,251.5183417566164
MOEA Normal,8,107,251.621870207131
MOEA Normal,8,108,251.78386803954538
MOEA Normal,8,109,251.77467435282938
MOEA Normal,8,110,251.97805770451504
MOEA Normal,8,111,251.72597169531917
MOEA Normal,8,112,251.78247997351528
MOEA Normal,8,113,251.99612603047706
MOEA Normal,8,114,251.85482257030515
MOEA Normal,8,115,251.92581587744735
MOEA Normal,8,116,252.06813087504372
MOEA Normal,8,117,252.18701876058645
MOEA Normal,8,118,252.3724835356093
MOEA Normal,8,119,252.2823792839752
MOEA Normal,8,120,252.15787936620023
MOEA Normal,8,121,252.0375654601054
MOEA Normal,8,122,251.8824443809803
MOEA Normal,8,123,252.09491726736275
MOEA Normal,8,124,252.0016346616871
MOEA Normal,8,125,252.03496524072932
MOEA Normal,8,126,252.09775010651236
MOEA Normal,8,127,252.16024281766101
MOEA Normal,8,128,252.09259650195727
MOEA Normal,8,129,252.09026408264825
MOEA Normal,8,130,252.22173635909274
MOEA Normal,8,131,252.2735366075015
MOEA Normal,8,132,252.27520717665595
MOEA Normal,8,133,253.48638537771456
MOEA Normal,8,134,253.51792968924846
MOEA Normal,8,135,253.64003786992805
MOEA Normal,8,136,253.63313028837712
MOEA Normal,8,137,253.6627323791353
MOEA Normal,8,138,253.48045650161959
MOEA Normal,8,139,253.54104912112774
MOEA Normal,8,140,253.53810583127768
MOEA Normal,8,141,253.61733164265732
MOEA Normal,8,142,253.65141865891002
MOEA Normal,8,143,253.6408920296114
MOEA Normal,8,144,253.6591944660503
MOEA Normal,8,145,253.62601831864396
MOEA Normal,8,146,253.41357944768902
MOEA Normal,8,147,253.43671824942803
MOEA Normal,8,148,253.61477726145765
MOEA Normal,8,149,253.42893104140302
MOEA Normal,8,150,253.56804607690265
MOEA Normal,9,1,152.89482570704126
MOEA Normal,9,2,162.01267876404307
MOEA Normal,9,3,172.36601352215285
MOEA Normal,9,4,176.53152214986835
MOEA Normal,9,5,185.35873639840852
MOEA Normal,9,6,193.30743005415712
MOEA Normal,9,7,198.61497856581576
MOEA Normal,9,8,205.40718342777276
MOEA Normal,9,9,212.10463611897103
MOEA Normal,9,10,216.38856869756407
MOEA Normal,9,11,218.60422201377799
MOEA Normal,9,12,221.20994701418417
MOEA Normal,9,13,221.35841534952039
MOEA Normal,9,14,222.79980698502968
MOEA Normal,9,15,227.80971054236628
MOEA Normal,9,16,228.98570190274629
MOEA Normal,9,17,229.94406858594513
MOEA Normal,9,18,231.51592728249096
MOEA Normal,9,19,232.1612941872034
MOEA Normal,9,20,232.57810115272858
MOEA Normal,9,21,232.82931152138943
MOEA Normal,9,22,234.70664254044877
MOEA Normal,9,23,235.3427059352111
MOEA Normal,9,24,236.2850074770604
MOEA Normal,9,25,239.16903074933214
MOEA Normal,9,26,239.27616522650237
MOEA Normal,9,27,241.8085058480358
MOEA Normal,9,28,241.89680421258865
MOEA Normal,9,29,242.17902183781985
MOEA Normal,9,30,242.70288698920385
MOEA Normal,9,31,242.87266391032995
MOEA Normal,9,32,243.01598146097814
MOEA Normal,9,33,243.1601188403527
MOEA Normal,9,34,243.30555329900383
MOEA Normal,9,35,243.3062729636339
MOEA Normal,9,36,244.57869036040188
MOEA Normal,9,37,244.9919191463456
MOEA Normal,9,38,245.0213893021506
MOEA Normal,9,39,245.56209441757622
MOEA Normal,9,40,245.7112838613595
MOEA Normal,9,41,245.887973738366
MOEA Normal,9,42,246.09868126325364
MOEA Normal,9,43,246.08720345464826
MOEA Normal,9,44,247.05496695417142
MOEA Normal,9,45,247.02178387512475
MOEA Normal,9,46,247.26084326270262
MOEA Normal,9,47,247.428674896367
MOEA Normal,9,48,247.43300649062823
MOEA Normal,9,49,247.58864239580487
MOEA Normal,9,50,247.6744844159395
MOEA Normal,9,51,247.74371707121406
MOEA Normal,9,52,247.63732255462276
MOEA Normal,9,53,247.63737331048668
MOEA Normal,9,54,247.68124259956
MOEA Normal,9,55,247.65984800826163
MOEA Normal,9,56,248.8555650571822
MOEA Normal,9,57,249.2083372341968
MOEA Normal,9,58,249.3708460876677
MOEA Normal,9,59,249.4836078799467
MOEA Normal,9,60,249.61581117632852
MOEA Normal,9,61,249.62721017506314
MOEA Normal,9,62,249.69269696555824
MOEA Normal,9,63,249.77215516594754
MOEA Normal,9,64,249.52275406133012
MOEA Normal,9,65,249.47118510506556
MOEA Normal,9,66,249.58295807682646
MOEA Normal,9,67,249.71516367938096
MOEA Normal,9,68,249.79811209140632
MOEA Normal,9,69,249.83068240573323
MOEA Normal,9,70,250.38494578459802
MOEA Normal,9,71,250.4192670993453
MOEA Normal,9,72,250.32271500344854
MOEA Normal,9,73,250.37192188183286
MOEA Normal,9,74,250.48096703127925
MOEA Normal,9,75,250.5431032371569
MOEA Normal,9,76,250.71573959994163
MOEA Normal,9,77,250.5309800034869
MOEA Normal,9,78,250.47109211951974
MOEA Normal,9,79,250.4740816180361
MOEA Normal,9,80,250.6455280449297
MOEA Normal,9,81,250.66627520071285
MOEA Normal,9,82,250.71214127147857
MOEA Normal,9,83,250.6471639151194
MOEA Normal,9,84,250.66197465192812
MOEA Normal,9,85,251.50395561754516
MOEA Normal,9,86,251.53814735366262
MOEA Normal,9,87,251.56266071504058
MOEA Normal,9,88,251.61063742167153
MOEA Normal,9,89,251.7293650577248
MOEA Normal,9,90,253.9765156252412
MOEA Normal,9,91,254.07949659103895
MOEA Normal,9,92,254.18904007496786
MOEA Normal,9,93,254.33031499652515
MOEA Normal,9,94,254.35581337088277
MOEA Normal,9,95,254.4449128014523
MOEA Normal,9,96,254.78595662989076
MOEA Normal,9,97,254.83305516920444
MOEA Normal,9,98,254.92630780305782
MOEA Normal,9,99,255.1643648276505
MOEA Normal,9,100,255.1317116485135
MOEA Normal,9,101,255.09315582243238
MOEA Normal,9,102,255.20818961496013
MOEA Normal,9,103,255.29655278972982
MOEA Normal,9,104,255.28635724592766
MOEA Normal,9,105,255.35586154314785
MOEA Normal,9,106,255.38076673849207
MOEA Normal,9,107,255.36117504292068
MOEA Normal,9,108,255.4280513032372
MOEA Normal,9,109,255.37936940872152
MOEA Normal,9,110,255.36989729086912
MOEA Normal,9,111,255.3575863779033
MOEA Normal,9,112,255.3667084784965
MOEA Normal,9,113,255.45329982414606
MOEA Normal,9,114,255.51120054485682
MOEA Normal,9,115,255.41596362467806
MOEA Normal,9,116,255.34003424761437
MOEA Normal,9,117,255.4482583788728
MOEA Normal,9,118,255.46189426840021
MOEA Normal,9,119,255.37119416114558
MOEA Normal,9,120,255.468351490377
MOEA Normal,9,121,256.56461563030615
MOEA Normal,9,122,256.47855895059706
MOEA Normal,9,123,256.6589736371832
MOEA Normal,9,124,256.7012642054502
MOEA Normal,9,125,256.71940959692694
MOEA Normal,9,126,256.7833287688938
MOEA Normal,9,127,256.85877069713194
MOEA Normal,9,128,256.8536127014495
MOEA Normal,9,129,256.5395076269258
MOEA Normal,9,130,256.65268963770814
MOEA Normal,9,131,256.7193297487193
MOEA Normal,9,132,257.89285732789097
MOEA Normal,9,133,257.74886040107515
MOEA Normal,9,134,257.7310511239754
MOEA Normal,9,135,257.9723756261686
MOEA Normal,9,136,257.981577261775
MOEA Normal,9,137,257.99838154593203
MOEA Normal,9,138,258.1885847326956
MOEA Normal,9,139,257.8875813495836
MOEA Normal,9,140,258.0458766606072
MOEA Normal,9,141,258.16391426550916
MOEA Normal,9,142,257.9931414579044
MOEA Normal,9,143,258.01381796050816
MOEA Normal,9,144,257.8613718519898
MOEA Normal,9,145,258.1772148180886
MOEA Normal,9,146,258.28006331633003
MOEA Normal,9,147,258.28817145016507
MOEA Normal,9,148,258.19942475124304
MOEA Normal,9,149,258.52605139325965
MOEA Normal,9,150,258.264998636721
MOEA Normal,10,1,155.6207815313855
MOEA Normal,10,2,159.31975945440036
MOEA Normal,10,3,174.96174047176424
MOEA Normal,10,4,178.23967156646114
MOEA Normal,10,5,183.48777094424435
MOEA Normal,10,6,191.97720726230816
MOEA Normal,10,7,194.10141778728237
MOEA Normal,10,8,197.02453728140512
MOEA Normal,10,9,200.60512811100477
MOEA Normal,10,10,201.66002479696473
MOEA Normal,10,11,205.66840467500572
MOEA Normal,10,12,209.476481883783
MOEA Normal,10,13,210.5051946250241
MOEA Normal,10,14,215.84864944399806
MOEA Normal,10,15,217.65471623762687
MOEA Normal,10,16,218.31783040379705
MOEA Normal,10,17,222.25003432306303
MOEA Normal,10,18,222.90018291451895
MOEA Normal,10,19,223.8102617714946
MOEA Normal,10,20,225.40625940920035
MOEA Normal,10,21,225.48107599247393
MOEA Normal,10,22,227.33230695606568
MOEA Normal,10,23,228.89303839850461
MOEA Normal,10,24,229.30915808374743
MOEA Normal,10,25,229.81846910116556
MOEA Normal,10,26,230.29521836109433
MOEA Normal,10,27,231.14175894591344
MOEA Normal,10,28,232.13081073572297
MOEA Normal,10,29,233.02826319879136
MOEA Normal,10,30,233.08329718370834
MOEA Normal,10,31,233.48145105799358
MOEA Normal,10,32,235.40203936352054
MOEA Normal,10,33,235.34956648722874
MOEA Normal,10,34,235.53118359946959
MOEA Normal,10,35,235.66355498443733
MOEA Normal,10,36,236.13921800911513
MOEA Normal,10,37,236.27957345060923
MOEA Normal,10,38,236.39088864485055
MOEA Normal,10,39,237.32714471295475
MOEA Normal,10,40,237.50778044862724
MOEA Normal,10,41,237.69100757003093
MOEA Normal,10,42,237.8654800918083
MOEA Normal,10,43,237.97831898028159
MOEA Normal,10,44,237.8749263137986
MOEA Normal,10,45,237.95064242479486
MOEA Normal,10,46,237.99475569588625
MOEA Normal,10,47,238.99950148892123
MOEA Normal,10,48,238.9829465112236
MOEA Normal,10,49,239.6439758219998
MOEA Normal,10,50,239.61140047310963
MOEA Normal,10,51,241.49376192102022
MOEA Normal,10,52,241.60547621735014
MOEA Normal,10,53,241.66173007858418
MOEA Normal,10,54,242.49484214693808
MOEA Normal,10,55,243.79033343233036
MOEA Normal,10,56,243.87752358392382
MOEA Normal,10,57,243.80566981426924
MOEA Normal,10,58,244.2065213144981
MOEA Normal,10,59,244.68741819416715
MOEA Normal,10,60,244.64085789255722
MOEA Normal,10,61,244.60391510396113
MOEA Normal,10,62,246.3342012678669
MOEA Normal,10,63,246.21652769717554
MOEA Normal,10,64,246.2711178863221
MOEA Normal,10,65,246.8869278219039
MOEA Normal,10,66,246.9332094848557
MOEA Normal,10,67,246.89419156239018
MOEA Normal,10,68,247.6096310835642
MOEA Normal,10,69,247.687330430915
MOEA Normal,10,70,247.76326733531317
MOEA Normal,10,71,247.8729447351189
MOEA Normal,10,72,247.82490435333233
MOEA Normal,10,73,247.90228141571959
MOEA Normal,10,74,247.86776865476003
MOEA Normal,10,75,247.86374821278568
MOEA Normal,10,76,247.92904336628266
MOEA Normal,10,77,248.0693094299756
MOEA Normal,10,78,247.99148234492114
MOEA Normal,10,79,248.06083951782
MOEA Normal,10,80,248.09636018627322
MOEA Normal,10,81,248.1169554281389
MOEA Normal,10,82,248.440889677863
MOEA Normal,10,83,248.52585727064707
MOEA Normal,10,84,248.4281824904618
MOEA Normal,10,85,248.34449267812414
MOEA Normal,10,86,248.40276243966332
MOEA Normal,10,87,249.14532279489183
MOEA Normal,10,88,249.4536129099684
MOEA Normal,10,89,249.4445000257704
MOEA Normal,10,90,249.50946267611235
MOEA Normal,10,91,249.50541160330812
MOEA Normal,10,92,249.46581910897635
MOEA Normal,10,93,249.4701384586458
MOEA Normal,10,94,249.55352751642792
MOEA Normal,10,95,249.53851252559417
MOEA Normal,10,96,249.53362632434857
MOEA Normal,10,97,249.577480348391
MOEA Normal,10,98,249.51597562269734
MOEA Normal,10,99,249.48275363031624
MOEA Normal,10,100,249.58778320344462
MOEA Normal,10,101,249.69445288433695
MOEA Normal,10,102,249.62853094696422
MOEA Normal,10,103,250.08439946665501
MOEA Normal,10,104,250.0274536965881
MOEA Normal,10,105,250.05511873682408
MOEA Normal,10,106,250.38473705232383
MOEA Normal,10,107,250.42003514079673
MOEA Normal,10,108,251.84881782659153
MOEA Normal,10,109,251.95080913811827
MOEA Normal,10,110,252.02252749114166
MOEA Normal,10,111,252.07788089208637
MOEA Normal,10,112,252.18699840411531
MOEA Normal,10,113,252.30881779290056
MOEA Normal,10,114,252.44034603792483
MOEA Normal,10,115,252.49961175043114
MOEA Normal,10,116,252.45643912164738
MOEA Normal,10,117,252.52432118089737
MOEA Normal,10,118,252.74076769876044
MOEA Normal,10,119,252.82998678112352
MOEA Normal,10,120,252.88096129319177
MOEA Normal,10,121,252.7926911522153
MOEA Normal,10,122,252.98121379073797
MOEA Normal,10,123,253.19448632387343
MOEA Normal,10,124,253.1821242067002
MOEA Normal,10,125,253.5537810633645
MOEA Normal,10,126,253.72632630885715
MOEA Normal,10,127,253.48461204816368
MOEA Normal,10,128,253.65002346432078
MOEA Normal,10,129,253.3792759173038
MOEA Normal,10,130,253.59971105752
MOEA Normal,10,131,253.22197064796825
MOEA Normal,10,132,253.35387653746926
MOEA Normal,10,133,253.4332716882538
MOEA Normal,10,134,253.09118500208285
MOEA Normal,10,135,253.10124343753074
MOEA Normal,10,136,253.5730941791136
MOEA Normal,10,137,254.6094735443741
MOEA Normal,10,138,254.81646836690584
MOEA Normal,10,139,254.74506230361968
MOEA Normal,10,140,255.1897737460446
MOEA Normal,10,141,255.51184785586236
MOEA Normal,10,142,255.52661924005946
MOEA Normal,10,143,255.52976683868877
MOEA Normal,10,144,255.38463517728184
MOEA Normal,10,145,255.09986692616263
MOEA Normal,10,146,254.91126432586472
MOEA Normal,10,147,254.91945920972933
MOEA Normal,10,148,255.08421308689623
MOEA Normal,10,149,255.2244397528092
MOEA Normal,10,150,255.34860895318963
MOEA Warm-Start,1,1,178.29860211218613
MOEA Warm-Start,1,2,198.2756885030844
MOEA Warm-Start,1,3,202.97385687917404
MOEA Warm-Start,1,4,210.4387950245268
MOEA Warm-Start,1,5,214.7603166324679
MOEA Warm-Start,1,6,216.8875637061309
MOEA Warm-Start,1,7,223.04815244638135
MOEA Warm-Start,1,8,236.23231483618042
MOEA Warm-Start,1,9,237.0206300034543
MOEA Warm-Start,1,10,238.16085732834364
MOEA Warm-Start,1,11,238.68027635973277
MOEA Warm-Start,1,12,239.25492792291328
MOEA Warm-Start,1,13,239.61921600158516
MOEA Warm-Start,1,14,240.21904673148128
MOEA Warm-Start,1,15,241.26832832979517
MOEA Warm-Start,1,16,241.49230009165268
MOEA Warm-Start,1,17,241.45439136049356
MOEA Warm-Start,1,18,241.63245329089193
MOEA Warm-Start,1,19,242.41584549572917
MOEA Warm-Start,1,20,243.83246687488565
MOEA Warm-Start,1,21,243.9420452091424
MOEA Warm-Start,1,22,244.0959562041823
MOEA Warm-Start,1,23,244.49591108268962
MOEA Warm-Start,1,24,244.53203221877365
MOEA Warm-Start,1,25,245.77192199868995
MOEA Warm-Start,1,26,245.65218859195272
MOEA Warm-Start,1,27,246.37481843114398
MOEA Warm-Start,1,28,246.33967708942703
MOEA Warm-Start,1,29,246.3767105247793
MOEA Warm-Start,1,30,246.3935927762821
MOEA Warm-Start,1,31,246.95682160082217
MOEA Warm-Start,1,32,247.26937733817886
MOEA Warm-Start,1,33,247.51130646955215
MOEA Warm-Start,1,34,247.6133319173507
MOEA Warm-Start,1,35,247.72954989769065
MOEA Warm-Start,1,36,247.70118843397893
MOEA Warm-Start,1,37,247.83923163401272
MOEA Warm-Start,1,38,247.89161058735993
MOEA Warm-Start,1,39,248.00652738974316
MOEA Warm-Start,1,40,248.01213151887146
MOEA Warm-Start,1,41,247.84455223305952
MOEA Warm-Start,1,42,247.95738909895493
MOEA Warm-Start,1,43,248.03598515074287
MOEA Warm-Start,1,44,248.28954418510608
MOEA Warm-Start,1,45,248.17733716517844
MOEA Warm-Start,1,46,248.3084609715946
MOEA Warm-Start,1,47,248.1317417567098
MOEA Warm-Start,1,48,248.1206349281765
MOEA Warm-Start,1,49,248.19660432300594
MOEA Warm-Start,1,50,249.74314869837548
MOEA Warm-Start,1,51,249.79683691918058
MOEA Warm-Start,1,52,249.84821023388815
MOEA Warm-Start,1,53,249.98315064756673
MOEA Warm-Start,1,54,249.89349364810502
MOEA Warm-Start,1,55,250.1549648234111
MOEA Warm-Start,1,56,250.12532476355406
MOEA Warm-Start,1,57,250.24760381082842
MOEA Warm-Start,1,58,250.2176528742569
MOEA Warm-Start,1,59,250.3656161145414
MOEA Warm-Start,1,60,251.40836262810666
MOEA Warm-Start,1,61,251.2204951056845
MOEA Warm-Start,1,62,251.0479538695452
MOEA Warm-Start,1,63,251.07134738033005
MOEA Warm-Start,1,64,251.08223389754693
MOEA Warm-Start,1,65,251.10012191936192
MOEA Warm-Start,1,66,251.13242476446987
MOEA Warm-Start,1,67,251.25261659043292
MOEA Warm-Start,1,68,251.52095685167245
MOEA Warm-Start,1,69,251.4009549922521
